client_id,average_check,number_orders,average_score,items_per_order,is_friend,last_check,last_score,last_scored_after_order_days,last_late_by_minutes,is_last_order_fullfilled,items_share_category_1,items_share_category_2,items_share_category_3,items_share_category_4,items_share_category_5,items_share_category_6,items_share_category_7,items_share_category_8,items_share_category_9,items_share_category_10,items_share_category_11,items_share_category_12,items_share_category_13,items_share_category_14,items_share_category_15,items_share_category_16,items_share_category_17,items_share_category_18,items_share_category_19,items_share_category_20,items_share_category_21,items_share_category_22,items_share_category_23,items_share_category_24,items_share_category_25,items_share_category_26,items_share_category_27,is_churn
12685,45700,33,10.0,10.4242,0,28228.0,,,0,1,0.0,0.0,0.0,0.03,0.03,0.25,0.01,0.0,0.0,0.0,0.0,0.06,0.12,0.0,0.01,0.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.31,0.01,0.0,0.04,0
5326,57900,7,8.6667,4.0,0,7000.0,8.0,14.0,0,1,0.0,0.0,0.0,0.0,0.11,0.64,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.07,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,1
11487,69600,8,,16.375,0,29252.0,,,0,1,0.0,0.0,0.0,0.02,0.05,0.11,0.01,0.0,0.01,0.0,0.0,0.0,0.07,0.03,0.02,0.18,0.0,0.02,0.0,0.0,0.0,0.06,0.0,0.26,0.12,0.0,0.05,1
7586,34900,9,,15.8889,0,12246.0,,,6,1,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.03,0.2,0.01,0.02,0.0,0.0,0.0,0.0,0.01,0.33,0.06,0.0,0.03,0
13660,124500,6,9.6,26.8333,0,15846.0,10.0,0.0,0,1,0.0,0.0,0.0,0.09,0.22,0.06,0.02,0.0,0.0,0.0,0.0,0.16,0.17,0.0,0.01,0.11,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.04,0
6934,29200,20,10.0,7.15,0,12100.0,,,0,1,0.0,0.0,0.0,0.05,0.14,0.02,0.03,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.27,0.01,0.15,0.0,0.0,0.0,0.0,0.0,0.26,0.05,0.0,0.01,0
13067,64600,8,,20.25,0,11587.0,,,0,0,0.0,0.01,0.0,0.02,0.0,0.27,0.01,0.0,0.0,0.0,0.04,0.01,0.08,0.0,0.01,0.16,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.12,0.09,0.01,0.07,1
12373,49000,18,9.4667,16.6111,1,17406.0,,,55,1,0.02,0.0,0.0,0.02,0.02,0.01,0.0,0.0,0.01,0.0,0.03,0.02,0.02,0.0,0.0,0.21,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.48,0.01,0.01,0.04,0
810,71400,11,,19.0,0,30136.0,,,0,0,0.16,0.05,0.0,0.05,0.08,0.01,0.02,0.0,0.0,0.0,0.01,0.07,0.1,0.0,0.01,0.03,0.01,0.14,0.0,0.0,0.0,0.0,0.02,0.14,0.04,0.0,0.05,0
8399,40100,14,10.0,14.7143,0,8847.0,10.0,0.0,0,0,0.0,0.06,0.0,0.04,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.17,0.01,0.03,0.0,0.0,0.0,0.0,0.01,0.37,0.17,0.0,0.03,0
7188,127900,16,10.0,28.0,0,53286.0,,,0,0,0.05,0.0,0.0,0.02,0.01,0.02,0.12,0.0,0.0,0.0,0.0,0.04,0.05,0.01,0.0,0.21,0.01,0.06,0.0,0.0,0.0,0.0,0.0,0.24,0.07,0.0,0.06,1
6898,44200,19,9.1111,13.6316,0,5586.0,,,0,1,0.0,0.0,0.0,0.02,0.04,0.1,0.0,0.0,0.0,0.0,0.01,0.02,0.12,0.0,0.0,0.26,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.32,0.02,0.0,0.03,0
407,76800,8,9.0,14.875,0,55326.0,,,0,1,0.09,0.12,0.0,0.0,0.0,0.03,0.07,0.0,0.0,0.0,0.02,0.01,0.1,0.0,0.0,0.19,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.01,1
1888,48600,8,10.0,13.875,0,7948.0,10.0,0.0,0,1,0.0,0.0,0.0,0.01,0.05,0.31,0.0,0.0,0.0,0.0,0.0,0.06,0.05,0.0,0.0,0.26,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.14,0.05,0.0,0.04,1
10929,56600,10,9.0,7.2,0,20000.0,,,0,1,0.29,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.08,0.13,0.0,0.0,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0
10164,86400,17,8.0,27.2941,0,40347.0,,,0,0,0.0,0.0,0.0,0.05,0.02,0.01,0.03,0.0,0.0,0.0,0.0,0.01,0.17,0.0,0.01,0.2,0.05,0.01,0.0,0.0,0.0,0.0,0.01,0.36,0.0,0.03,0.03,0
1481,62300,6,9.0,19.6667,0,8497.0,,,0,1,0.0,0.0,0.0,0.04,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.01,0.0,0.13,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.58,0.02,0.02,0.01,1
12582,59600,17,8.1667,20.9412,0,15198.0,8.0,1.0,0,1,0.0,0.01,0.0,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.1,0.0,0.0,0.27,0.06,0.06,0.0,0.0,0.0,0.01,0.0,0.16,0.03,0.0,0.03,0
4812,42100,6,10.0,16.8333,0,20091.0,,,0,0,0.0,0.0,0.0,0.04,0.12,0.0,0.02,0.0,0.0,0.0,0.0,0.18,0.19,0.0,0.0,0.17,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.16,0.06,0.0,0.01,0
9380,55700,12,10.0,21.4167,0,11777.0,10.0,1.0,0,0,0.13,0.01,0.0,0.11,0.02,0.01,0.02,0.0,0.01,0.0,0.0,0.01,0.12,0.08,0.0,0.09,0.02,0.06,0.0,0.0,0.0,0.0,0.05,0.09,0.12,0.0,0.05,1
2061,40000,27,9.5789,9.8148,0,17882.0,,,0,1,0.0,0.02,0.0,0.02,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.0,0.0,0.14,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.4,0.06,0.04,0.01,0
10009,41100,51,10.0,14.3529,1,17466.0,,,0,1,0.0,0.0,0.0,0.03,0.07,0.02,0.02,0.0,0.0,0.0,0.0,0.05,0.07,0.0,0.01,0.2,0.02,0.06,0.0,0.0,0.0,0.0,0.01,0.34,0.05,0.0,0.04,0
3454,79600,43,7.7222,19.4419,0,30480.0,8.0,2.0,0,0,0.0,0.0,0.0,0.06,0.11,0.02,0.03,0.0,0.0,0.0,0.05,0.05,0.07,0.0,0.0,0.3,0.01,0.06,0.0,0.0,0.0,0.0,0.02,0.07,0.13,0.0,0.02,0
7020,50400,14,,12.2143,0,4740.0,,,0,1,0.0,0.05,0.0,0.02,0.1,0.0,0.02,0.0,0.01,0.0,0.02,0.13,0.11,0.0,0.01,0.06,0.03,0.15,0.0,0.0,0.0,0.0,0.02,0.2,0.02,0.0,0.04,0
7808,58200,9,9.7143,17.6667,0,13487.0,10.0,0.0,0,1,0.0,0.04,0.0,0.08,0.03,0.01,0.01,0.0,0.0,0.0,0.01,0.08,0.09,0.0,0.08,0.06,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.33,0.03,0.0,0.01,0
3127,35700,13,9.0,8.3077,1,8862.0,,,0,1,0.1,0.0,0.0,0.0,0.01,0.03,0.01,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.0,0.34,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.01,0
6193,35200,8,9.75,11.375,0,6912.0,10.0,6.0,0,1,0.0,0.0,0.0,0.09,0.08,0.21,0.03,0.0,0.01,0.0,0.02,0.02,0.08,0.0,0.0,0.14,0.08,0.07,0.0,0.0,0.0,0.0,0.0,0.09,0.07,0.0,0.02,0
1264,83200,24,9.7778,21.3333,0,28444.0,10.0,6.0,0,1,0.03,0.02,0.0,0.03,0.14,0.01,0.0,0.0,0.0,0.0,0.02,0.09,0.03,0.0,0.0,0.15,0.04,0.06,0.0,0.0,0.0,0.0,0.02,0.3,0.03,0.0,0.03,0
7893,27800,8,9.3333,9.0,0,11170.0,10.0,0.0,0,0,0.0,0.0,0.0,0.19,0.07,0.11,0.04,0.0,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.19,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.22,0.01,0.0,0.01,1
9579,51100,7,9.7143,21.2857,0,28965.0,10.0,0.0,0,0,0.0,0.01,0.0,0.1,0.03,0.03,0.01,0.0,0.0,0.0,0.05,0.08,0.08,0.0,0.01,0.28,0.02,0.03,0.0,0.0,0.01,0.0,0.0,0.17,0.09,0.0,0.0,0
13261,59600,6,,7.1667,0,8232.0,,,102,1,0.0,0.19,0.0,0.02,0.0,0.05,0.07,0.0,0.0,0.0,0.0,0.02,0.28,0.0,0.0,0.26,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.0,0.0,0
13433,115500,13,9.6,20.4615,0,31125.0,,,21,0,0.0,0.0,0.0,0.06,0.11,0.11,0.07,0.0,0.0,0.0,0.01,0.09,0.1,0.01,0.01,0.09,0.06,0.05,0.0,0.0,0.0,0.0,0.02,0.16,0.01,0.01,0.05,0
6823,121600,22,8.0,21.4091,1,28369.0,10.0,0.0,0,1,0.0,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.0,0.0,0.03,0.04,0.03,0.0,0.0,0.28,0.08,0.03,0.0,0.0,0.0,0.0,0.01,0.31,0.01,0.02,0.1,0
7569,40600,23,10.0,13.4348,0,13164.0,10.0,11.0,0,1,0.02,0.0,0.0,0.05,0.03,0.03,0.0,0.0,0.0,0.0,0.04,0.02,0.05,0.0,0.0,0.25,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.28,0.04,0.0,0.06,0
5219,26000,12,7.6667,13.4167,0,5163.0,,,0,1,0.0,0.0,0.0,0.06,0.06,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0,0.36,0.0,0.06,0.0,0.0,0.01,0.0,0.0,0.13,0.21,0.0,0.03,1
10191,60500,8,9.0,19.125,0,21471.0,,,3,1,0.0,0.0,0.0,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.04,0.01,0.2,0.01,0.0,0.22,0.04,0.01,0.0,0.0,0.0,0.0,0.01,0.27,0.09,0.0,0.04,0
9822,84200,24,8.6667,17.8333,1,13282.0,,,0,1,0.0,0.0,0.0,0.04,0.1,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.09,0.0,0.01,0.29,0.03,0.02,0.0,0.0,0.0,0.01,0.0,0.24,0.0,0.0,0.05,0
6626,47500,6,8.0,15.6667,0,7295.0,,,0,1,0.0,0.0,0.0,0.06,0.0,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.05,0.24,0.09,0.03,0.0,0.0,0.0,0.01,0.05,0.03,0.01,0.01,0.0,0
12583,48400,10,10.0,13.6,0,7050.0,10.0,0.0,0,1,0.0,0.0,0.01,0.03,0.16,0.01,0.05,0.0,0.0,0.0,0.02,0.1,0.05,0.02,0.0,0.13,0.02,0.09,0.0,0.0,0.0,0.0,0.04,0.2,0.01,0.0,0.05,0
13114,48400,21,10.0,11.5238,0,6518.0,10.0,0.0,0,1,0.0,0.0,0.0,0.04,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.01,0.0,0.15,0.01,0.18,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.01,0.08,1
952,32700,6,9.0,5.5,0,11880.0,,,0,1,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.67,0.0,0
10656,47700,6,10.0,3.5,0,11209.0,10.0,8.0,0,1,0.0,0.0,0.0,0.0,0.05,0.38,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.05,0.14,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0
11464,113400,11,9.0,24.2727,0,20776.0,,,0,1,0.04,0.01,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.03,0.0,0.09,0.0,0.0,0.15,0.04,0.06,0.0,0.0,0.0,0.0,0.02,0.22,0.15,0.01,0.09,0
1204,56300,19,8.2222,8.5789,0,13978.0,6.0,0.0,0,1,0.0,0.0,0.0,0.02,0.04,0.03,0.02,0.0,0.0,0.01,0.01,0.05,0.02,0.0,0.0,0.07,0.24,0.07,0.0,0.0,0.0,0.0,0.01,0.34,0.04,0.0,0.04,0
3888,65300,45,8.0,17.5556,0,28217.0,,,0,1,0.0,0.0,0.0,0.01,0.02,0.24,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0,0.0,0.24,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.39,0.03,0.0,0.0,0
11866,34000,6,10.0,12.3333,0,6627.0,,,0,0,0.0,0.0,0.0,0.12,0.04,0.05,0.08,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.26,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.2,0.01,0.0,0.04,0
11838,39800,6,10.0,4.0,0,5938.0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.17,0.0,0.0,0.0,0.0,0.04,0.63,0.0,0.0,0.0,0
11666,49400,6,8.0,15.0,0,15655.0,6.0,0.0,0,1,0.0,0.0,0.0,0.12,0.07,0.04,0.01,0.0,0.0,0.0,0.0,0.06,0.14,0.0,0.03,0.09,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.32,0.01,0.0,0.01,1
12741,30300,10,10.0,8.4,0,15977.0,10.0,8.0,0,1,0.06,0.0,0.0,0.06,0.01,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0,0.0,0.23,0.05,0.06,0.0,0.0,0.0,0.0,0.0,0.23,0.12,0.01,0.05,0
12521,39800,6,10.0,8.1667,0,16714.0,10.0,0.0,0,1,0.0,0.0,0.0,0.1,0.12,0.0,0.02,0.0,0.0,0.0,0.0,0.24,0.14,0.0,0.0,0.12,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.04,0
6299,51600,27,8.5,18.0741,0,8396.0,,,0,1,0.0,0.0,0.0,0.06,0.02,0.05,0.02,0.0,0.0,0.0,0.0,0.02,0.14,0.0,0.02,0.13,0.04,0.11,0.0,0.0,0.0,0.0,0.0,0.31,0.01,0.0,0.05,0
10028,31300,8,2.0,7.75,0,10202.0,,,0,1,0.0,0.1,0.0,0.11,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.13,0.1,0.0,0.0,0.06,0.02,0.27,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0
2405,132100,13,8.5,29.6923,0,56060.0,10.0,0.0,0,1,0.0,0.01,0.0,0.03,0.04,0.02,0.01,0.0,0.01,0.0,0.08,0.03,0.1,0.0,0.03,0.24,0.03,0.05,0.0,0.0,0.0,0.0,0.01,0.22,0.05,0.0,0.04,1
8224,47800,10,9.2,13.1,0,15219.0,,,0,1,0.0,0.0,0.0,0.15,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.14,0.0,0.0,0.28,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.0,0.02,0
9466,45900,6,10.0,22.0,0,13389.0,10.0,0.0,0,1,0.0,0.05,0.0,0.06,0.02,0.0,0.04,0.0,0.01,0.0,0.05,0.01,0.2,0.0,0.0,0.16,0.03,0.03,0.0,0.0,0.01,0.0,0.02,0.18,0.13,0.0,0.02,1
6329,88400,13,10.0,17.3846,0,19642.0,,,0,1,0.0,0.04,0.0,0.05,0.03,0.0,0.03,0.0,0.0,0.0,0.02,0.01,0.08,0.0,0.02,0.14,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.39,0.04,0.01,0.02,0
3616,120400,6,,37.8333,0,37701.0,,,0,0,0.0,0.0,0.0,0.01,0.07,0.0,0.03,0.0,0.0,0.0,0.0,0.03,0.04,0.0,0.0,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.05,0.54,0.0,0.0,0.03,0
10526,65700,19,8.4615,15.4737,0,18173.0,8.0,3.0,0,1,0.0,0.0,0.0,0.03,0.03,0.32,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.07,0.02,0.03,0.0,0.0,0.0,0.0,0.01,0.39,0.01,0.0,0.02,0
13306,26800,8,,4.0,0,5450.0,,,0,1,0.0,0.0,0.0,0.06,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0
6798,24500,6,10.0,8.6667,0,7086.0,10.0,0.0,0,1,0.0,0.12,0.0,0.08,0.02,0.0,0.02,0.02,0.0,0.0,0.0,0.08,0.1,0.04,0.0,0.08,0.02,0.1,0.0,0.0,0.0,0.0,0.02,0.23,0.08,0.0,0.02,0
2078,69200,10,10.0,19.8,0,8932.0,,,0,1,0.0,0.0,0.0,0.07,0.1,0.04,0.04,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.15,0.01,0.04,0.0,0.0,0.0,0.01,0.0,0.2,0.05,0.0,0.02,1
3249,72300,20,10.0,15.6,0,24139.0,,,0,1,0.0,0.03,0.0,0.06,0.06,0.03,0.02,0.0,0.0,0.0,0.0,0.02,0.09,0.0,0.01,0.17,0.01,0.2,0.0,0.0,0.0,0.0,0.0,0.28,0.03,0.01,0.0,0
1775,46000,20,10.0,10.6,0,19341.0,10.0,2.0,0,1,0.03,0.0,0.0,0.07,0.05,0.03,0.0,0.0,0.0,0.0,0.05,0.05,0.16,0.0,0.0,0.11,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.36,0.01,0.0,0.01,0
11156,41700,16,10.0,5.875,0,14889.0,,,0,1,0.0,0.0,0.0,0.07,0.09,0.46,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.0,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.18,0.01,0.0,0.0,1
6014,32700,19,10.0,10.7895,0,7066.0,10.0,1.0,0,1,0.0,0.01,0.0,0.02,0.05,0.24,0.01,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0,0.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.03,0.0,0.01,0
